season,week,playerId,player,team,opponent,attempts,rushYds,rushTD,catches,recYds,recTD,targets,wo
2025,1,FA276FD857AC,Omarion Hampton,LAC,KC,15,48,0,2,13,0,2,13.8
2025,1,E3D4C99825DA,Bucky Irving,TB,ATL,14,37,0,4,8,1,4,14.4
2025,1,34FCDEBD8C4F,Emanuel Wilson,GB,DET,1,4,0,0,0,0,0,0.5
2025,1,457CD877879B,Kenneth Gainwell,PIT,NYJ,7,19,0,3,4,0,4,9.3
2025,1,B4D6AE0E5FE9,David Montgomery,DET,GB,11,25,0,4,18,0,4,13.0
2025,1,DC0C7D33739A,Dameon Pierce,HST,LA,3,5,0,0,0,0,1,3.8
2025,1,45C2510D9C7A,Julius Chestnut,TEN,DEN,2,2,0,0,0,0,0,2.7
2025,1,E2538E4447A0,Chase Brown,CIN,CLV,21,43,1,2,8,0,3,19.0
2025,1,DE0D0BBF924B,Breece Hall,NYJ,PIT,19,107,0,2,38,0,2,14.0
2025,1,1BD0C4B968DD,Jahmyr Gibbs,DET,GB,9,19,0,10,31,0,10,22.6
2025,1,81D05F6E182B,Jerome Ford,CLV,CIN,6,8,0,1,-3,0,1,6.1
2025,1,E7488DE1380B,Nick Chubb,HST,LA,13,60,0,0,0,0,1,7.8
2025,1,8407D6E02600,Bijan Robinson,ATL,TB,12,24,0,6,100,1,7,19.7
2025,1,504C2B1E4DFB,De'Von Achane,MIA,IND,7,55,0,3,20,1,4,10.2
2025,1,CF61FE77A2B5,Tyler Allgeier,ATL,TB,10,24,0,0,0,0,0,6.6
2025,1,273558699F22,Miles Sanders,DAL,PHI,4,53,0,1,-3,0,1,5.2
2025,1,2E7D2A105EDD,Kareem Hunt,KC,LAC,5,16,0,2,10,0,3,6.9
2025,1,AE5656365044,Christian McCaffrey,SF,SEA,22,69,0,9,73,0,10,34.9
2025,1,B874022ADD1B,Isaiah Davis,NYJ,PIT,2,18,0,0,0,0,0,1.8
2025,1,F7799C6FF658,AJ Dillon,PHI,DAL,3,10,0,0,0,0,0,1.5
2025,1,3C11932DD1C0,Javonte Williams,DAL,PHI,15,54,2,2,10,0,3,14.4
2025,1,8521C53B1B22,Ashton Jeanty,LV,NE,19,38,1,2,2,0,2,14.0
2025,1,CAA3949E7F84,Bhayshul Tuten,JAX,CAR,3,11,0,0,0,0,0,3.2
2025,1,74C759828F4B,Ray Davis,BUF,BLT,1,2,0,1,-1,0,1,2.8
2025,1,B4C115479244,D'Andre Swift,CHI,MIN,17,53,0,3,12,0,5,16.6
2025,1,A883C9051D05,Tank Bigsby,JAX,CAR,5,12,0,0,0,0,0,3.3
2025,1,FD7D4AECD100,LeQuint Allen,JAX,CAR,1,7,0,1,4,0,1,2.0
2025,1,8A108F1261E5,Trevor Etienne,CAR,JAX,1,4,0,0,0,0,0,0.5
2025,1,1B0A0CB1A3AE,Trey Benson,ARZ,NO,8,69,0,1,6,0,1,7.1
2025,1,C217D13D16D1,TreVeyon Henderson,NE,LV,5,27,0,6,24,0,6,12.2
2025,1,46A3AB6D71AB,Aaron Jones,MIN,CHI,8,23,0,3,44,1,3,8.4
2025,1,FAFDB0D08C29,Zach Charbonnet,SEA,SF,12,47,1,0,0,0,0,9.3
2025,1,043044E82406,Jaylen Warren,PIT,NYJ,11,37,0,2,22,1,2,12.6
2025,1,F7B061F16861,Zamir White,LV,NE,3,8,0,0,0,0,0,1.5
2025,1,CCCA22C9B9F5,Ulysses Bentley,IND,MIA,1,0,0,0,0,0,0,0.5
2025,1,285FED1E9667,Rico Dowdle,CAR,JAX,3,12,0,2,4,0,3,5.9
2025,1,9BB4581CF866,Jordan Mason,MIN,CHI,15,68,0,1,7,0,1,11.4
2025,1,9DBA159B2F4B,Brian Robinson,SF,SEA,9,33,0,1,4,0,2,7.4
2025,1,F374F0B43079,Austin Ekeler,WAS,NYG,6,26,0,3,31,0,3,9.1
2025,1,7F3C2960FE88,Travis Etienne,JAX,CAR,16,143,0,3,13,0,3,15.7
2025,1,2C4D2F6B9AEB,Kyren Williams,LA,HST,18,66,1,1,3,0,1,13.7
2025,1,BEDDEFF1F411,Alvin Kamara,NO,ARZ,11,45,1,2,12,0,2,10.1
2025,1,E853FA859020,James Conner,ARZ,NO,12,39,0,4,5,1,4,14.3
2025,1,1432C4BBD3FE,Tyrone Tracy,NYG,WAS,10,24,0,2,11,0,3,9.3
2025,1,E79D9F42E18A,Ollie Gordon,MIA,IND,2,4,0,1,-1,0,1,3.3
2025,1,7602E563B1D8,Raheim Sanders,CLV,CIN,3,3,1,0,0,0,0,3.2
2025,1,C3BA2C2AB960,Jacory Croskey-Merritt,WAS,NYG,10,82,1,0,0,0,1,8.1
2025,1,DF29A0C08233,Rachaad White,TB,ATL,2,14,0,1,2,0,1,2.5
2025,1,5165588C71D0,Chuba Hubbard,CAR,JAX,16,57,0,3,32,1,5,17.8
2025,1,CD58A04B6D28,Dare Ogunbowale,HST,LA,2,9,0,2,17,0,2,3.9
2025,1,DA18E0046DFA,Josh Jacobs,GB,DET,19,66,1,1,4,0,1,15.1
2025,1,F849C1013F23,Blake Corum,LA,HST,1,2,0,1,14,0,1,2.0
2025,1,7742FDE5104E,Cam Skattebo,NYG,WAS,2,-3,0,2,12,0,2,4.8
2025,1,FF77C4DDF674,Jeremy McNichols,WAS,NYG,4,25,0,0,0,0,0,2.0
2025,1,08EB70FAE886,J.K. Dobbins,DEN,TEN,16,63,1,2,5,0,2,13.4
