season,week,playerId,player,team,opponent,attempts,rushYds,rushTD,catches,recYds,recTD,targets,wo
2025,4,2E7D2A105EDD,Kareem Hunt,KC,BLT,13,34,0,1,13,0,1,10.4
2025,4,273558699F22,Miles Sanders,DAL,GB,2,8,0,2,17,0,2,3.9
2025,4,9DB7F7D46227,Samaje Perine,CIN,DEN,1,4,0,0,0,0,1,2.0
2025,4,F7799C6FF658,AJ Dillon,PHI,TB,3,17,0,0,0,0,0,1.5
2025,4,3C11932DD1C0,Javonte Williams,DAL,GB,20,85,1,3,15,0,3,19.4
2025,4,AE5656365044,Christian McCaffrey,SF,JAX,17,49,0,6,92,1,10,26.5
2025,4,8521C53B1B22,Ashton Jeanty,LV,CHI,21,138,1,2,17,2,2,18.3
2025,4,74C759828F4B,Ray Davis,BUF,NO,1,3,0,0,0,0,0,0.5
2025,4,CAA3949E7F84,Bhayshul Tuten,JAX,SF,4,14,0,1,8,0,1,3.4
2025,4,B4C115479244,D'Andre Swift,CHI,LV,14,38,1,4,22,0,6,19.2
2025,4,8A108F1261E5,Trevor Etienne,CAR,NE,7,33,0,0,0,0,0,5.2
2025,4,B874022ADD1B,Isaiah Davis,NYJ,MIA,3,9,0,2,18,0,2,5.3
2025,4,1B0A0CB1A3AE,Trey Benson,ARZ,SEA,8,35,0,5,19,0,5,11.3
2025,4,C217D13D16D1,TreVeyon Henderson,NE,CAR,7,32,1,2,14,0,2,8.1
2025,4,B05C9EC9F844,Emari Demercado,ARZ,SEA,2,8,0,2,13,1,2,5.6
2025,4,D15FA71532C4,Quinshon Judkins,CLV,DET,21,82,1,4,33,0,4,18.8
2025,4,C1A3FC610272,Jacob Saylors,DET,CLV,2,11,0,0,0,0,0,1.0
2025,4,FAFDB0D08C29,Zach Charbonnet,SEA,ARZ,12,39,1,2,5,0,2,12.3
2025,4,9BB4581CF866,Jordan Mason,MIN,PIT,16,57,0,3,15,0,3,14.0
2025,4,9DBA159B2F4B,Brian Robinson,SF,JAX,5,21,0,0,0,0,0,3.3
2025,4,285FED1E9667,Rico Dowdle,CAR,NE,9,32,0,1,-2,0,1,5.9
2025,4,7F3C2960FE88,Travis Etienne,JAX,SF,19,124,1,1,1,0,1,11.6
2025,4,2C4D2F6B9AEB,Kyren Williams,LA,IND,13,77,0,3,17,0,4,12.3
2025,4,BEDDEFF1F411,Alvin Kamara,NO,BUF,15,70,0,4,2,0,5,17.2
2025,4,E79D9F42E18A,Ollie Gordon,MIA,NYJ,6,10,0,0,0,0,1,7.0
2025,4,DA18E0046DFA,Josh Jacobs,GB,DAL,22,86,2,4,71,0,4,22.7
2025,4,C3BA2C2AB960,Jacory Croskey-Merritt,WAS,ATL,7,47,0,2,10,0,2,6.4
2025,4,DF29A0C08233,Rachaad White,TB,PHI,6,17,0,4,29,0,4,9.7
2025,4,5165588C71D0,Chuba Hubbard,CAR,NE,10,49,0,3,20,0,3,9.3
2025,4,7742FDE5104E,Cam Skattebo,NYG,LAC,25,79,0,2,11,0,2,20.4
2025,4,1BD716CE8711,Raheem Mostert,LV,CHI,4,62,0,1,11,0,1,4.3
2025,4,4CFA1FDF18BF,Brashard Smith,KC,BLT,4,9,0,3,27,0,4,8.7
2025,4,F849C1013F23,Blake Corum,LA,IND,9,21,0,2,-5,0,4,10.3
2025,4,08EB70FAE886,J.K. Dobbins,DEN,CIN,16,101,0,1,4,0,1,10.2
2025,4,FF77C4DDF674,Jeremy McNichols,WAS,ATL,2,3,0,1,0,0,2,4.8
