season,week,playerId,player,team,opponent,attempts,rushYds,rushTD,catches,recYds,recTD,targets,wo
2025,6,81D05F6E182B,Jerome Ford,CLV,PIT,2,17,0,5,13,0,5,9.2
2025,6,1BD0C4B968DD,Jahmyr Gibbs,DET,KC,17,65,0,1,0,0,2,14.7
2025,6,DE0D0BBF924B,Breece Hall,NYJ,DEN,22,59,0,0,0,0,0,10.8
2025,6,7312DED83768,DeeJay Dallas,CAR,DAL,1,0,0,0,0,0,0,1.4
2025,6,504C2B1E4DFB,De'Von Achane,MIA,LAC,16,128,2,4,22,0,6,18.4
2025,6,0A1433C3C408,Kimani Vidal,LAC,MIA,18,124,0,3,14,1,4,21.5
2025,6,A47556DD0441,Michael Carter,ARZ,IND,9,34,0,2,30,0,4,11.2
2025,6,E2538E4447A0,Chase Brown,CIN,GB,9,42,0,2,7,0,2,8.2
2025,6,9DB7F7D46227,Samaje Perine,CIN,GB,6,16,0,2,16,0,3,7.4
2025,6,8407D6E02600,Bijan Robinson,ATL,BUF,19,170,1,6,68,0,8,22.8
2025,6,B874022ADD1B,Isaiah Davis,NYJ,DEN,2,2,0,1,-1,0,1,2.5
2025,6,8521C53B1B22,Ashton Jeanty,LV,TEN,23,75,1,2,11,0,4,22.4
2025,6,AE5656365044,Christian McCaffrey,SF,TB,17,54,1,7,57,0,8,24.4
2025,6,F7799C6FF658,AJ Dillon,PHI,NYG,1,2,0,2,18,0,2,3.5
2025,6,3C11932DD1C0,Javonte Williams,DAL,CAR,13,29,0,5,5,0,8,23.2
2025,6,CF61FE77A2B5,Tyler Allgeier,ATL,BUF,10,32,1,1,6,0,1,9.0
2025,6,2E7D2A105EDD,Kareem Hunt,KC,DET,6,23,0,1,11,0,1,6.1
2025,6,E03ED1AE8F01,Roschon Johnson,CHI,WAS,1,6,0,0,0,0,0,0.5
2025,6,8A108F1261E5,Trevor Etienne,CAR,DAL,3,17,0,0,0,0,0,2.3
2025,6,FD7D4AECD100,LeQuint Allen,JAX,SEA,1,2,0,1,10,0,2,3.5
2025,6,CAA3949E7F84,Bhayshul Tuten,JAX,SEA,2,14,0,2,14,0,3,5.4
2025,6,B4C115479244,D'Andre Swift,CHI,WAS,14,108,0,2,67,1,3,12.2
2025,6,FAFDB0D08C29,Zach Charbonnet,SEA,JAX,12,24,0,1,13,0,1,12.5
2025,6,D15FA71532C4,Quinshon Judkins,CLV,PIT,12,36,0,0,0,0,1,8.2
2025,6,043044E82406,Jaylen Warren,PIT,CLV,11,52,0,2,11,0,2,9.2
2025,6,B05C9EC9F844,Emari Demercado,ARZ,IND,1,1,0,0,0,0,1,2.8
2025,6,C217D13D16D1,TreVeyon Henderson,NE,NO,9,27,0,1,9,0,2,7.4
2025,6,868453271B93,Jaleel McLaughlin,DEN,NYJ,1,0,0,0,0,0,1,2.0
2025,6,285FED1E9667,Rico Dowdle,CAR,DAL,30,183,0,4,56,1,5,24.6
2025,6,BEDDEFF1F411,Alvin Kamara,NO,NE,10,31,0,5,45,0,5,15.7
2025,6,2C4D2F6B9AEB,Kyren Williams,LA,BLT,13,50,1,2,37,0,2,11.1
2025,6,9DB14AD86BE7,Tyjae Spears,TEN,LV,5,31,0,4,19,0,4,9.2
2025,6,7F3C2960FE88,Travis Etienne,JAX,SEA,12,27,0,4,28,0,5,13.3
2025,6,08EB70FAE886,J.K. Dobbins,DEN,NYJ,14,40,0,0,0,0,1,9.2
2025,6,DF29A0C08233,Rachaad White,TB,SF,17,65,1,3,21,0,3,16.2
2025,6,C3BA2C2AB960,Jacory Croskey-Merritt,WAS,CHI,17,61,0,1,7,0,1,10.7
2025,6,674B0E281C56,Alec Ingold,MIA,LAC,1,3,0,1,22,0,1,2.8
2025,6,1432C4BBD3FE,Tyrone Tracy,NYG,PHI,4,6,0,0,0,0,0,2.8
2025,6,DA18E0046DFA,Josh Jacobs,GB,CIN,18,93,2,5,57,0,5,19.7
2025,6,E79D9F42E18A,Ollie Gordon,MIA,LAC,2,1,0,1,1,0,1,2.5
2025,6,FF77C4DDF674,Jeremy McNichols,WAS,CHI,2,5,0,3,30,0,4,6.9
2025,6,9F42C0D50B5E,Ameer Abdullah,IND,ARZ,1,7,0,1,9,0,1,2.0
2025,6,F849C1013F23,Blake Corum,LA,BLT,5,23,0,0,0,0,0,3.3
2025,6,7742FDE5104E,Cam Skattebo,NYG,PHI,19,98,3,2,12,0,2,17.4
